"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","key_press","tap_times"
"null","<p> you can stop tapping </p>","","html-keyboard-response-ITI","32","262670","0.0-1.0-3.7","null",""
"null","400_ms.wav","","audio-keyboard-response","33","265982","0.0-1.0-0.8","null",""
"null","700_ms.wav","","audio-keyboard-response","34","272392","0.0-1.0-1.8","null",""
"","silence.wav","","audio-keyboard-taps","35","286028","0.0-1.0-2.8","null","3152,3568,4032,4480,4923,5371,5813,6331,6736,7211,7616,8043,8549,8971,9392,9835,10309,10768,11243,11696,12128"
"null","<p> you can stop tapping </p>","","html-keyboard-response-ITI","36","287335","0.0-1.0-3.8","null",""
"null","400_ms.wav","","audio-keyboard-response","37","290648","0.0-1.0-0.9","null",""
"null","600_ms.wav","","audio-keyboard-response","38","296359","0.0-1.0-1.9","null",""
"","silence.wav","","audio-keyboard-taps","39","309960","0.0-1.0-2.9","null","2949,3365,3819,4272,4709,5147,5653,6085,6603,7008,7488,7984,8480,8939,9387,9835,10267,10704,11163,11637,12101"
"null","<p> you can stop tapping </p>","","html-keyboard-response-ITI","40","311265","0.0-1.0-3.9","null",""
"null","400_ms.wav","","audio-keyboard-response","41","314577","0.0-1.0-0.10","null",""
"null","500_ms.wav","","audio-keyboard-response","42","319596","0.0-1.0-1.10","null",""
"","silence.wav","","audio-keyboard-taps","43","330467","0.0-1.0-2.10","null","928,1291,1771,2160,2565,2992,3435,3840,4219,4619,5056,5440,5861,6272,6731,7157,7579,8011,8480,8949,9365"
"null","<p> you can stop tapping </p>","","html-keyboard-response-ITI","44","331775","0.0-1.0-3.10","null",""
"null","800_ms.wav","","audio-keyboard-response","45","337889","0.0-1.0-0.11","null",""
"null","600_ms.wav","","audio-keyboard-response","46","343606","0.0-1.0-1.11","null",""
"","silence.wav","","audio-keyboard-taps","47","361307","0.0-1.0-2.11","null","2491,3173,3851,4581,5328,6000,6640,7371,8000,8645,9296,9984,10645,11360,12048,12725,13435,14069,14811,15499,16197"
"null","<p> you can stop tapping </p>","","html-keyboard-response-ITI","48","362615","0.0-1.0-3.11","null",""
"null","600_ms.wav","","audio-keyboard-response","49","367333","0.0-1.0-0.12","null",""
"null","700_ms.wav","","audio-keyboard-response","50","373749","0.0-1.0-1.12","null",""
"","silence.wav","","audio-keyboard-taps","51","390237","0.0-1.0-2.12","null","1477,2117,2779,3451,4139,4875,5611,6347,7003,7771,8389,9003,9664,10325,10949,11595,12309,12971,13659,14299,14981"
"null","<p> you can stop tapping </p>","","html-keyboard-response-ITI","52","391542","0.0-1.0-3.12","null",""
"null","500_ms.wav","","audio-keyboard-response","53","395561","0.0-1.0-0.13","null",""
"null","400_ms.wav","","audio-keyboard-response","54","399876","0.0-1.0-1.13","null",""
"","silence.wav","","audio-keyboard-taps","55","414131","0.0-1.0-2.13","null","3531,3947,4427,4837,5323,5765,6203,6683,7147,7579,8048,8565,9040,9451,9931,10368,10859,11355,11813,12277,12752"
"null","<p> you can stop tapping </p>","","html-keyboard-response-ITI","56","415438","0.0-1.0-3.13","null",""
"null","500_ms.wav","","audio-keyboard-response","57","419453","0.0-1.0-0.14","null",""
"null","700_ms.wav","","audio-keyboard-response","58","425870","0.0-1.0-1.14","null",""
"","silence.wav","","audio-keyboard-taps","59","443042","0.0-1.0-2.14","null","4501,5029,5579,6117,6699,7269,7808,8379,8923,9493,10021,10592,11168,11771,12299,12864,13472,14005,14587,15147,15669"
"null","<p> you can stop tapping </p>","","html-keyboard-response-ITI","60","444349","0.0-1.0-3.14","null",""
"null","800_ms.wav","","audio-keyboard-response","61","450461","0.0-1.0-0.15","null",""
"null","400_ms.wav","","audio-keyboard-response","62","454770","0.0-1.0-1.15","null",""
"","silence.wav","","audio-keyboard-taps","63","473318","0.0-1.0-2.15","null","3099,3749,4475,5184,5931,6587,7280,7957,8661,9376,10069,10784,11477,12123,12784,13504,14208,14917,15584,16277,17040"
"null","<p> you can stop tapping </p>","","html-keyboard-response-ITI","64","474628","0.0-1.0-3.15","null",""
"null","500_ms.wav","","audio-keyboard-response","65","478646","0.0-1.0-0.16","null",""
"null","800_ms.wav","","audio-keyboard-response","66","485761","0.0-1.0-1.16","null",""
"","silence.wav","","audio-keyboard-taps","67","500084","0.0-1.0-2.16","null","1243,1808,2389,2928,3488,4027,4603,5216,5797,6395,6971,7541,8112,8661,9259,9861,10453,11077,11659,12251,12816"
"null","<p> you can stop tapping </p>","","html-keyboard-response-ITI","68","501388","0.0-1.0-3.16","null",""
"null","800_ms.wav","","audio-keyboard-response","69","507509","0.0-1.0-0.17","null",""
"null","500_ms.wav","","audio-keyboard-response","70","512522","0.0-1.0-1.17","null",""
"","silence.wav","","audio-keyboard-taps","71","525599","0.0-1.0-2.17","null","896,1413,2005,2528,3029,3605,4149,4667,5179,5717,6267,6832,7360,7872,8405,9029,9515,10032,10581,11056,11568"
"null","<p> you can stop tapping </p>","","html-keyboard-response-ITI","72","526908","0.0-1.0-3.17","null",""
"null","700_ms.wav","","audio-keyboard-response","73","532319","0.0-1.0-0.18","null",""
"null","800_ms.wav","","audio-keyboard-response","74","539434","0.0-1.0-1.18","null",""
"","silence.wav","","audio-keyboard-taps","75","556738","0.0-1.0-2.18","null","1317,2032,2741,3536,4245,4949,5659,6363,7083,7771,8512,9275,10011,10699,11429,12155,12923,13691,14443,15195,15803"
"null","<p> you can stop tapping </p>","","html-keyboard-response-ITI","76","558046","0.0-1.0-3.18","null",""
"null","400_ms.wav","","audio-keyboard-response","77","561358","0.0-1.0-0.19","null",""
"null","800_ms.wav","","audio-keyboard-response","78","568540","0.0-1.0-1.19","null",""
"","silence.wav","","audio-keyboard-taps","79","581344","0.0-1.0-2.19","null","912,1424,1915,2411,2955,3451,3979,4496,5008,5531,6048,6565,7083,7664,8165,8683,9211,9749,10261,10773,11301"
"null","<p> you can stop tapping </p>","","html-keyboard-response-ITI","80","582649","0.0-1.0-3.19","null",""
"3405.514999991283","<p style=""font-size:30px;"">Thank you!</p><p>You have completed the experiment.</p><p>Click &#39continue&#39 to close the experiment and proceed to Prolific.</p>","0","html-button-response","81","586561","0.0-2.0","",""
