"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","key_press","tap_times"
"","silence.wav","","audio-keyboard-taps","19","155638","0.0-1.0-2.4","null","69,989,1739,2469,3059,3640,4200,4760,5368,6000,6600,7208,7819,8429,9059,9709,10339,10928,11509,12109,12680"
"null","<p> you can stop tapping </p>","","html-keyboard-response-ITI","20","156939","0.0-1.0-3.4","null",""
"null","400_ms.wav","","audio-keyboard-response","21","160250","0.0-1.0-0.5","null",""
"null","600_ms.wav","","audio-keyboard-response","22","165970","0.0-1.0-1.5","null",""
"","silence.wav","","audio-keyboard-taps","23","179494","0.0-1.0-2.5","null","11,560,1029,1549,2109,2720,3371,4040,4720,5371,5989,6549,7200,7779,8411,9040,9669,10240,10869,11451,12029"
"null","<p> you can stop tapping </p>","","html-keyboard-response-ITI","24","180799","0.0-1.0-3.5","null",""
"null","800_ms.wav","","audio-keyboard-response","25","186909","0.0-1.0-0.6","null",""
"null","600_ms.wav","","audio-keyboard-response","26","192650","0.0-1.0-1.6","null",""
"","silence.wav","","audio-keyboard-taps","27","212365","0.0-1.0-2.6","null","720,1552,2392,3221,4061,4880,5752,6581,7472,8381,9291,10101,11040,11861,12752,13691,14621,15512,16381,17301,18200"
"null","<p> you can stop tapping </p>","","html-keyboard-response-ITI","28","213669","0.0-1.0-3.6","null",""
"null","800_ms.wav","","audio-keyboard-response","29","219779","0.0-1.0-0.7","null",""
"null","700_ms.wav","","audio-keyboard-response","30","226209","0.0-1.0-1.7","null",""
"","silence.wav","","audio-keyboard-taps","31","245150","0.0-1.0-2.7","null","379,1160,1909,2728,3779,4709,5579,6429,7339,8200,9149,10048,10848,11688,12480,13360,14208,15000,15848,16648,17429"
"null","<p> you can stop tapping </p>","","html-keyboard-response-ITI","32","246458","0.0-1.0-3.7","null",""
"null","400_ms.wav","","audio-keyboard-response","33","249779","0.0-1.0-0.8","null",""
"null","500_ms.wav","","audio-keyboard-response","34","254809","0.0-1.0-1.8","null",""
"","silence.wav","","audio-keyboard-taps","35","266421","0.0-1.0-2.8","null","1008,1408,1880,2299,2760,3208,3669,4099,4549,5008,5440,5909,6360,6819,7229,7699,8160,8640,9120,9579,10109"
"null","<p> you can stop tapping </p>","","html-keyboard-response-ITI","36","267728","0.0-1.0-3.8","null",""
"null","500_ms.wav","","audio-keyboard-response","37","271750","0.0-1.0-0.9","null",""
"null","600_ms.wav","","audio-keyboard-response","38","277490","0.0-1.0-1.9","null",""
"","silence.wav","","audio-keyboard-taps","39","288798","0.0-1.0-2.9","null","349,789,1240,1739,2229,2709,3189,3629,4128,4589,5059,5488,5960,6440,6920,7349,7829,8309,8840,9349,9800"
"null","<p> you can stop tapping </p>","","html-keyboard-response-ITI","40","290098","0.0-1.0-3.9","null",""
"null","500_ms.wav","","audio-keyboard-response","41","294110","0.0-1.0-0.10","null",""
"null","700_ms.wav","","audio-keyboard-response","42","300540","0.0-1.0-1.10","null",""
"","silence.wav","","audio-keyboard-taps","43","312989","0.0-1.0-2.10","null","800,1221,1672,2152,2600,3101,3621,4141,4672,5251,5771,6320,6832,7341,7872,8400,8912,9421,9920,10432,10941"
"null","<p> you can stop tapping </p>","","html-keyboard-response-ITI","44","314291","0.0-1.0-3.10","null",""
"null","400_ms.wav","","audio-keyboard-response","45","317610","0.0-1.0-0.11","null",""
"null","700_ms.wav","","audio-keyboard-response","46","324049","0.0-1.0-1.11","null",""
"","silence.wav","","audio-keyboard-taps","47","339373","0.0-1.0-2.11","null","691,1352,1992,2632,3261,3912,4611,5240,5941,6621,7301,7981,8632,9280,9931,10552,11181,11821,12480,13112,13811"
"null","<p> you can stop tapping </p>","","html-keyboard-response-ITI","48","340688","0.0-1.0-3.11","null",""
"null","500_ms.wav","","audio-keyboard-response","49","344709","0.0-1.0-0.12","null",""
"null","800_ms.wav","","audio-keyboard-response","50","351830","0.0-1.0-1.12","null",""
"","silence.wav","","audio-keyboard-taps","51","366532","0.0-1.0-2.12","null","131,720,1389,2040,2640,3331,4040,4720,5371,6059,6691,7331,7971,8640,9269,9939,10579,11320,11931,12571,13189"
"null","<p> you can stop tapping </p>","","html-keyboard-response-ITI","52","367835","0.0-1.0-3.12","null",""
"null","400_ms.wav","","audio-keyboard-response","53","371149","0.0-1.0-0.13","null",""
"null","800_ms.wav","","audio-keyboard-response","54","378269","0.0-1.0-1.13","null",""
"","silence.wav","","audio-keyboard-taps","55","393308","0.0-1.0-2.13","null","131,531,989,1861,2469,3160,3771,4480,5181,5891,6589,7320,8021,8709,9421,10120,10851,11501,12131,12821,13531"
"null","<p> you can stop tapping </p>","","html-keyboard-response-ITI","56","394610","0.0-1.0-3.13","null",""
"null","800_ms.wav","","audio-keyboard-response","57","400740","0.0-1.0-0.14","null",""
"null","500_ms.wav","","audio-keyboard-response","58","405769","0.0-1.0-1.14","null",""
"","silence.wav","","audio-keyboard-taps","59","421037","0.0-1.0-2.14","null","160,800,1411,2021,2712,3381,4072,4752,5501,6181,6901,7581,8251,8952,9632,10291,10941,11632,12381,13051,13752"
"null","<p> you can stop tapping </p>","","html-keyboard-response-ITI","60","422348","0.0-1.0-3.14","null",""
"null","600_ms.wav","","audio-keyboard-response","61","427059","0.0-1.0-0.15","null",""
"null","700_ms.wav","","audio-keyboard-response","62","433489","0.0-1.0-1.15","null",""
"","silence.wav","","audio-keyboard-taps","63","447157","0.0-1.0-2.15","null","680,1160,1709,2269,2819,3429,4000,4579,5189,5749,6379,6968,7549,8139,8699,9280,9859,10440,10949,11579,12160"
"null","<p> you can stop tapping </p>","","html-keyboard-response-ITI","64","448468","0.0-1.0-3.15","null",""
"null","500_ms.wav","","audio-keyboard-response","65","452499","0.0-1.0-0.16","null",""
"null","400_ms.wav","","audio-keyboard-response","66","456819","0.0-1.0-1.16","null",""
"","silence.wav","","audio-keyboard-taps","67","471045","0.0-1.0-2.16","null","552,1352,2021,2672,3320,3912,4512,5112,5712,6301,6891,7440,8051,8621,9181,9792,10371,10960,11552,12131,12720"
"null","<p> you can stop tapping </p>","","html-keyboard-response-ITI","68","472346","0.0-1.0-3.16","null",""
"null","700_ms.wav","","audio-keyboard-response","69","477769","0.0-1.0-0.17","null",""
"null","800_ms.wav","","audio-keyboard-response","70","484888","0.0-1.0-1.17","null",""
"","silence.wav","","audio-keyboard-taps","71","501917","0.0-1.0-2.17","null","880,1520,2288,3040,3869,4688,5528,6320,7069,7789,8520,9229,9949,10640,11248,11989,12709,13389,14120,14789,15520"
"null","<p> you can stop tapping </p>","","html-keyboard-response-ITI","72","503218","0.0-1.0-3.17","null",""
"null","700_ms.wav","","audio-keyboard-response","73","508649","0.0-1.0-0.18","null",""
"null","500_ms.wav","","audio-keyboard-response","74","513689","0.0-1.0-1.18","null",""
"","silence.wav","","audio-keyboard-taps","75","529237","0.0-1.0-2.18","null","808,1448,2160,2768,3469,4160,4829,5459,6219,6928,7608,8269,8909,9560,10280,10888,11469,12080,12720,13389,14040"
"null","<p> you can stop tapping </p>","","html-keyboard-response-ITI","76","530540","0.0-1.0-3.18","null",""
"null","600_ms.wav","","audio-keyboard-response","77","535259","0.0-1.0-0.19","null",""
"null","800_ms.wav","","audio-keyboard-response","78","542379","0.0-1.0-1.19","null",""
"","silence.wav","","audio-keyboard-taps","79","556317","0.0-1.0-2.19","null","461,1051,1640,2272,2832,3440,4011,4621,5221,5811,6411,7011,7651,8221,8821,9421,10021,10632,11221,11821,12432"
"null","<p> you can stop tapping </p>","","html-keyboard-response-ITI","80","557620","0.0-1.0-3.19","null",""
"3674","<p style=""font-size:30px;"">Thank you!</p><p>You have completed the experiment.</p><p>Click &#39continue&#39 to close the experiment and proceed to Prolific.</p>","0","html-button-response","81","561797","0.0-2.0","",""
